Bins,Count
-44.5,9.124205561719864e-06
-39.54,5.9137771269058656e-05
-34.58,0.00015880962388310302
-29.62,0.00035238812311909584
-24.66,0.0007027576166891387
-19.7,0.0013415166021550997
-14.740000000000002,0.002398148053311436
-9.780000000000001,0.004649226832197062
-4.82,0.01005621489903586
0.14000000000000057,0.017048828402137648
5.100000000000001,0.019780405609843475
10.060000000000002,0.02288496096206877
15.019999999999996,0.0245933513729869
19.980000000000004,0.029625471858048428
24.939999999999998,0.03110821178345519
29.900000000000006,0.026068904977199197
34.86,0.008960066755827273
39.81999999999999,0.0016732339586918888
44.78,0.0001399152513039664
49.739999999999995,2.228567022154583e-06
